Parameters Labels,Par_0,Wavelength0,Exp_0,,,
,0.0000000E+0,3.5162886E+0,0.0000000E+0,,,
,0.0000000E+0,3.5202889E+0,0.0000000E+0,,,
,0.0000000E+0,3.5242893E+0,0.0000000E+0,,,
,0.0000000E+0,3.5282896E+0,1.0000000E+0,,,
,0.0000000E+0,3.5322899E+0,0.0000000E+0,,,
,0.0000000E+0,3.5362902E+0,1.0000000E+0,,,
,0.0000000E+0,3.5402906E+0,2.0000000E+0,,,
,0.0000000E+0,3.5442909E+0,0.0000000E+0,,,
,0.0000000E+0,3.5482912E+0,0.0000000E+0,,,
,0.0000000E+0,3.5522916E+0,0.0000000E+0,,,
,0.0000000E+0,3.5562919E+0,0.0000000E+0,,,
,0.0000000E+0,3.5602922E+0,0.0000000E+0,,,
,0.0000000E+0,3.5642925E+0,1.0000000E+0,,,
,0.0000000E+0,3.5682929E+0,1.0000000E+0,,,
,0.0000000E+0,3.5722932E+0,0.0000000E+0,,,
,0.0000000E+0,3.5762935E+0,1.0000000E+0,,,
,0.0000000E+0,3.5802939E+0,0.0000000E+0,,,
,0.0000000E+0,3.5842942E+0,1.0000000E+0,,,
,0.0000000E+0,3.5882945E+0,1.0000000E+0,,,
,0.0000000E+0,3.5922948E+0,0.0000000E+0,,,
,0.0000000E+0,3.5962952E+0,1.0000000E+0,,,
,0.0000000E+0,3.6002955E+0,1.0000000E+0,,,
,0.0000000E+0,3.6042958E+0,0.0000000E+0,,,
,0.0000000E+0,3.6082962E+0,0.0000000E+0,,,
,0.0000000E+0,3.6122965E+0,0.0000000E+0,,,
,0.0000000E+0,3.6162968E+0,0.0000000E+0,,,
,0.0000000E+0,3.6202971E+0,2.0000000E+0,,,
,0.0000000E+0,3.6242975E+0,0.0000000E+0,,,
,0.0000000E+0,3.6282978E+0,0.0000000E+0,,,
,0.0000000E+0,3.6322981E+0,0.0000000E+0,,,
,0.0000000E+0,3.6362984E+0,1.0000000E+0,,,
,0.0000000E+0,3.6402988E+0,1.0000000E+0,,,
,0.0000000E+0,3.6442991E+0,0.0000000E+0,,,
,0.0000000E+0,3.6482994E+0,0.0000000E+0,,,
,0.0000000E+0,3.6522998E+0,1.0000000E+0,,,
,0.0000000E+0,3.6563001E+0,0.0000000E+0,,,
,0.0000000E+0,3.6603004E+0,1.0000000E+0,,,
,0.0000000E+0,3.6643007E+0,0.0000000E+0,,,
,0.0000000E+0,3.6683011E+0,0.0000000E+0,,,
,0.0000000E+0,3.6723014E+0,1.0000000E+0,,,
,0.0000000E+0,3.6763017E+0,2.0000000E+0,,,
,0.0000000E+0,3.6803021E+0,1.0000000E+0,,,
,0.0000000E+0,3.6843024E+0,1.0000000E+0,,,
,0.0000000E+0,3.6883027E+0,0.0000000E+0,,,
,0.0000000E+0,3.6923030E+0,0.0000000E+0,,,
,0.0000000E+0,3.6963034E+0,0.0000000E+0,,,
,0.0000000E+0,3.7003037E+0,0.0000000E+0,,,
,0.0000000E+0,3.7043040E+0,0.0000000E+0,,,
,0.0000000E+0,3.7083044E+0,0.0000000E+0,,,
,0.0000000E+0,3.7123047E+0,0.0000000E+0,,,
,0.0000000E+0,3.7163050E+0,0.0000000E+0,,,
,0.0000000E+0,3.7203053E+0,1.0000000E+0,,,
,0.0000000E+0,3.7243057E+0,1.0000000E+0,,,
,0.0000000E+0,3.7283060E+0,1.0000000E+0,,,
,0.0000000E+0,3.7323063E+0,0.0000000E+0,,,
,0.0000000E+0,3.7363067E+0,0.0000000E+0,,,
,0.0000000E+0,3.7403070E+0,1.0000000E+0,,,
,0.0000000E+0,3.7443073E+0,0.0000000E+0,,,
,0.0000000E+0,3.7483076E+0,0.0000000E+0,,,
,0.0000000E+0,3.7523080E+0,1.0000000E+0,,,
,0.0000000E+0,3.7563083E+0,1.0000000E+0,,,
,0.0000000E+0,3.7603086E+0,0.0000000E+0,,,
,0.0000000E+0,3.7643090E+0,1.0000000E+0,,,
,0.0000000E+0,3.7683093E+0,0.0000000E+0,,,
,0.0000000E+0,3.7723096E+0,2.0000000E+0,,,
,0.0000000E+0,3.7763099E+0,1.0000000E+0,,,
,0.0000000E+0,3.7803103E+0,0.0000000E+0,,,
,0.0000000E+0,3.7843106E+0,1.0000000E+0,,,
,0.0000000E+0,3.7883109E+0,0.0000000E+0,,,
,0.0000000E+0,3.7923113E+0,0.0000000E+0,,,
,0.0000000E+0,3.7963116E+0,0.0000000E+0,,,
,0.0000000E+0,3.8003119E+0,0.0000000E+0,,,
,0.0000000E+0,3.8043122E+0,0.0000000E+0,,,
,0.0000000E+0,3.8083126E+0,0.0000000E+0,,,
,0.0000000E+0,3.8123129E+0,0.0000000E+0,,,
,0.0000000E+0,3.8163132E+0,0.0000000E+0,,,
,0.0000000E+0,3.8203136E+0,1.0000000E+0,,,
,0.0000000E+0,3.8243139E+0,0.0000000E+0,,,
,0.0000000E+0,3.8283142E+0,0.0000000E+0,,,
,0.0000000E+0,3.8323145E+0,2.0000000E+0,,,
,0.0000000E+0,3.8363149E+0,0.0000000E+0,,,
,0.0000000E+0,3.8403152E+0,0.0000000E+0,,,
,0.0000000E+0,3.8443155E+0,0.0000000E+0,,,
,0.0000000E+0,3.8483159E+0,1.0000000E+0,,,
,0.0000000E+0,3.8523162E+0,0.0000000E+0,,,
,0.0000000E+0,3.8563165E+0,0.0000000E+0,,,
,0.0000000E+0,3.8603168E+0,1.0000000E+0,,,
,0.0000000E+0,3.8643172E+0,1.0000000E+0,,,
,0.0000000E+0,3.8683175E+0,1.0000000E+0,,,
,0.0000000E+0,3.8723178E+0,0.0000000E+0,,,
,0.0000000E+0,3.8763181E+0,1.0000000E+0,,,
,0.0000000E+0,3.8803185E+0,0.0000000E+0,,,
,0.0000000E+0,3.8843188E+0,0.0000000E+0,,,
,0.0000000E+0,3.8883191E+0,0.0000000E+0,,,
,0.0000000E+0,3.8923195E+0,2.0000000E+0,,,
,0.0000000E+0,3.8963198E+0,1.0000000E+0,,,
,0.0000000E+0,3.9003201E+0,0.0000000E+0,,,
,0.0000000E+0,3.9043204E+0,2.0000000E+0,,,
,0.0000000E+0,3.9083208E+0,0.0000000E+0,,,
,0.0000000E+0,3.9123211E+0,0.0000000E+0,,,
,0.0000000E+0,3.9163214E+0,1.0000000E+0,,,
,0.0000000E+0,3.9203218E+0,0.0000000E+0,,,
,0.0000000E+0,3.9243221E+0,1.0000000E+0,,,
,0.0000000E+0,3.9283224E+0,1.0000000E+0,,,
,0.0000000E+0,3.9323227E+0,1.0000000E+0,,,
,0.0000000E+0,3.9363231E+0,1.0000000E+0,,,
,0.0000000E+0,3.9403234E+0,0.0000000E+0,,,
,0.0000000E+0,3.9443237E+0,0.0000000E+0,,,
,0.0000000E+0,3.9483241E+0,0.0000000E+0,,,
,0.0000000E+0,3.9523244E+0,0.0000000E+0,,,
,0.0000000E+0,3.9563247E+0,0.0000000E+0,,,
,0.0000000E+0,3.9603250E+0,0.0000000E+0,,,
,0.0000000E+0,3.9643254E+0,0.0000000E+0,,,
,0.0000000E+0,3.9683257E+0,0.0000000E+0,,,
,0.0000000E+0,3.9723260E+0,0.0000000E+0,,,
,0.0000000E+0,3.9763264E+0,0.0000000E+0,,,
,0.0000000E+0,3.9803267E+0,0.0000000E+0,,,
,0.0000000E+0,3.9843270E+0,1.0000000E+0,,,
,0.0000000E+0,3.9883273E+0,0.0000000E+0,,,
,0.0000000E+0,3.9923277E+0,2.0000000E+0,,,
,0.0000000E+0,3.9963280E+0,1.0000000E+0,,,
,0.0000000E+0,4.0003283E+0,1.0000000E+0,,,
,0.0000000E+0,4.0043287E+0,2.0000000E+0,,,
,0.0000000E+0,4.0083290E+0,0.0000000E+0,,,
,0.0000000E+0,4.0123293E+0,0.0000000E+0,,,
,0.0000000E+0,4.0163296E+0,0.0000000E+0,,,
,0.0000000E+0,4.0203300E+0,0.0000000E+0,,,
,0.0000000E+0,4.0243303E+0,0.0000000E+0,,,
,0.0000000E+0,4.0283306E+0,0.0000000E+0,,,
,0.0000000E+0,4.0323310E+0,0.0000000E+0,,,
,0.0000000E+0,4.0363313E+0,0.0000000E+0,,,
,0.0000000E+0,4.0403316E+0,0.0000000E+0,,,
,0.0000000E+0,4.0443319E+0,1.0000000E+0,,,
,0.0000000E+0,4.0483323E+0,0.0000000E+0,,,
,0.0000000E+0,4.0523326E+0,0.0000000E+0,,,
,0.0000000E+0,4.0563329E+0,0.0000000E+0,,,
,0.0000000E+0,4.0603333E+0,1.0000000E+0,,,
,0.0000000E+0,4.0643336E+0,1.0000000E+0,,,
,0.0000000E+0,4.0683339E+0,1.0000000E+0,,,
,0.0000000E+0,4.0723342E+0,0.0000000E+0,,,
,0.0000000E+0,4.0763346E+0,0.0000000E+0,,,
,0.0000000E+0,4.0803349E+0,1.0000000E+0,,,
,0.0000000E+0,4.0843352E+0,0.0000000E+0,,,
,0.0000000E+0,4.0883356E+0,0.0000000E+0,,,
,0.0000000E+0,4.0923359E+0,0.0000000E+0,,,
,0.0000000E+0,4.0963362E+0,0.0000000E+0,,,
,0.0000000E+0,4.1003365E+0,0.0000000E+0,,,
,0.0000000E+0,4.1043369E+0,0.0000000E+0,,,
,0.0000000E+0,4.1083372E+0,0.0000000E+0,,,
,0.0000000E+0,4.1123375E+0,0.0000000E+0,,,
,0.0000000E+0,4.1163378E+0,0.0000000E+0,,,
,0.0000000E+0,4.1203382E+0,0.0000000E+0,,,
,0.0000000E+0,4.1243385E+0,1.0000000E+0,,,
,0.0000000E+0,4.1283388E+0,1.0000000E+0,,,
,0.0000000E+0,4.1323392E+0,0.0000000E+0,,,
,0.0000000E+0,4.1363395E+0,1.0000000E+0,,,
,0.0000000E+0,4.1403398E+0,0.0000000E+0,,,
,0.0000000E+0,4.1443401E+0,0.0000000E+0,,,
,0.0000000E+0,4.1483405E+0,0.0000000E+0,,,
,0.0000000E+0,4.1523408E+0,0.0000000E+0,,,
,0.0000000E+0,4.1563411E+0,0.0000000E+0,,,
,0.0000000E+0,4.1603415E+0,1.0000000E+0,,,
,0.0000000E+0,4.1643418E+0,2.0000000E+0,,,
,0.0000000E+0,4.1683421E+0,1.0000000E+0,,,
,0.0000000E+0,4.1723424E+0,0.0000000E+0,,,
,0.0000000E+0,4.1763428E+0,0.0000000E+0,,,
,0.0000000E+0,4.1803431E+0,0.0000000E+0,,,
,0.0000000E+0,4.1843434E+0,0.0000000E+0,,,
,0.0000000E+0,4.1883438E+0,1.0000000E+0,,,
,0.0000000E+0,4.1923441E+0,0.0000000E+0,,,
,0.0000000E+0,4.1963444E+0,0.0000000E+0,,,
,0.0000000E+0,4.2003447E+0,1.0000000E+0,,,
,0.0000000E+0,4.2043451E+0,0.0000000E+0,,,
,0.0000000E+0,4.2083454E+0,0.0000000E+0,,,
,0.0000000E+0,4.2123457E+0,0.0000000E+0,,,
,0.0000000E+0,4.2163461E+0,0.0000000E+0,,,
,0.0000000E+0,4.2203464E+0,0.0000000E+0,,,
,0.0000000E+0,4.2243467E+0,0.0000000E+0,,,
,0.0000000E+0,4.2283470E+0,0.0000000E+0,,,
,0.0000000E+0,4.2323474E+0,0.0000000E+0,,,
,0.0000000E+0,4.2363477E+0,1.0000000E+0,,,
,0.0000000E+0,4.2403480E+0,0.0000000E+0,,,
,0.0000000E+0,4.2443484E+0,0.0000000E+0,,,
,0.0000000E+0,4.2483487E+0,0.0000000E+0,,,
,0.0000000E+0,4.2523490E+0,0.0000000E+0,,,
,0.0000000E+0,4.2563493E+0,0.0000000E+0,,,
,0.0000000E+0,4.2603497E+0,1.0000000E+0,,,
,0.0000000E+0,4.2643500E+0,1.0000000E+0,,,
,0.0000000E+0,4.2683503E+0,2.0000000E+0,,,
,0.0000000E+0,4.2723507E+0,0.0000000E+0,,,
,0.0000000E+0,4.2763510E+0,0.0000000E+0,,,
,0.0000000E+0,4.2803513E+0,0.0000000E+0,,,
,0.0000000E+0,4.2843516E+0,0.0000000E+0,,,
,0.0000000E+0,4.2883520E+0,1.0000000E+0,,,
,0.0000000E+0,4.2923523E+0,0.0000000E+0,,,
,0.0000000E+0,4.2963526E+0,0.0000000E+0,,,
,0.0000000E+0,4.3003530E+0,0.0000000E+0,,,
,0.0000000E+0,4.3043533E+0,0.0000000E+0,,,
,0.0000000E+0,4.3083536E+0,0.0000000E+0,,,
,0.0000000E+0,4.3123539E+0,1.0000000E+0,,,
,0.0000000E+0,4.3163543E+0,0.0000000E+0,,,
,0.0000000E+0,4.3203546E+0,0.0000000E+0,,,
,0.0000000E+0,4.3243549E+0,0.0000000E+0,,,
,0.0000000E+0,4.3283553E+0,0.0000000E+0,,,
,0.0000000E+0,4.3323556E+0,0.0000000E+0,,,
,0.0000000E+0,4.3363559E+0,0.0000000E+0,,,
,0.0000000E+0,4.3403562E+0,0.0000000E+0,,,
,0.0000000E+0,4.3443566E+0,0.0000000E+0,,,
,0.0000000E+0,4.3483569E+0,0.0000000E+0,,,
,0.0000000E+0,4.3523572E+0,0.0000000E+0,,,
,0.0000000E+0,4.3563575E+0,0.0000000E+0,,,
,0.0000000E+0,4.3603579E+0,2.0000000E+0,,,
,0.0000000E+0,4.3643582E+0,0.0000000E+0,,,
,0.0000000E+0,4.3683585E+0,0.0000000E+0,,,
,0.0000000E+0,4.3723589E+0,0.0000000E+0,,,
,0.0000000E+0,4.3763592E+0,0.0000000E+0,,,
,0.0000000E+0,4.3803595E+0,0.0000000E+0,,,
,0.0000000E+0,4.3843598E+0,0.0000000E+0,,,
,0.0000000E+0,4.3883602E+0,1.0000000E+0,,,
,0.0000000E+0,4.3923605E+0,0.0000000E+0,,,
,0.0000000E+0,4.3963608E+0,0.0000000E+0,,,
,0.0000000E+0,4.4003612E+0,0.0000000E+0,,,
,0.0000000E+0,4.4043615E+0,1.0000000E+0,,,
,0.0000000E+0,4.4083618E+0,0.0000000E+0,,,
,0.0000000E+0,4.4123621E+0,0.0000000E+0,,,
,0.0000000E+0,4.4163625E+0,0.0000000E+0,,,
,0.0000000E+0,4.4203628E+0,1.0000000E+0,,,
,0.0000000E+0,4.4243631E+0,0.0000000E+0,,,
,0.0000000E+0,4.4283635E+0,0.0000000E+0,,,
,0.0000000E+0,4.4323638E+0,0.0000000E+0,,,
,0.0000000E+0,4.4363641E+0,0.0000000E+0,,,
,0.0000000E+0,4.4403644E+0,0.0000000E+0,,,
,0.0000000E+0,4.4443648E+0,0.0000000E+0,,,
,0.0000000E+0,4.4483651E+0,1.0000000E+0,,,
,0.0000000E+0,4.4523654E+0,1.0000000E+0,,,
,0.0000000E+0,4.4563658E+0,0.0000000E+0,,,
,0.0000000E+0,4.4603661E+0,0.0000000E+0,,,
,0.0000000E+0,4.4643664E+0,0.0000000E+0,,,
,0.0000000E+0,4.4683667E+0,0.0000000E+0,,,
,0.0000000E+0,4.4723671E+0,0.0000000E+0,,,
,0.0000000E+0,4.4763674E+0,0.0000000E+0,,,
,0.0000000E+0,4.4803677E+0,0.0000000E+0,,,
,0.0000000E+0,4.4843681E+0,1.0000000E+0,,,
,0.0000000E+0,4.4883684E+0,1.0000000E+0,,,
,0.0000000E+0,4.4923687E+0,2.0000000E+0,,,
,0.0000000E+0,4.4963690E+0,0.0000000E+0,,,
,0.0000000E+0,4.5003694E+0,0.0000000E+0,,,
,0.0000000E+0,4.5043697E+0,1.0000000E+0,,,
,0.0000000E+0,4.5083700E+0,0.0000000E+0,,,
,0.0000000E+0,4.5123704E+0,2.0000000E+0,,,
,0.0000000E+0,4.5163707E+0,0.0000000E+0,,,
,0.0000000E+0,4.5203710E+0,0.0000000E+0,,,
,0.0000000E+0,4.5243713E+0,0.0000000E+0,,,
,0.0000000E+0,4.5283717E+0,0.0000000E+0,,,
,0.0000000E+0,4.5323720E+0,0.0000000E+0,,,
,0.0000000E+0,4.5363723E+0,0.0000000E+0,,,
,0.0000000E+0,4.5403727E+0,0.0000000E+0,,,
,0.0000000E+0,4.5443730E+0,0.0000000E+0,,,
,0.0000000E+0,4.5483733E+0,1.0000000E+0,,,
,0.0000000E+0,4.5523736E+0,0.0000000E+0,,,
,0.0000000E+0,4.5563740E+0,0.0000000E+0,,,
,0.0000000E+0,4.5603743E+0,0.0000000E+0,,,
,0.0000000E+0,4.5643746E+0,0.0000000E+0,,,
,0.0000000E+0,4.5683750E+0,0.0000000E+0,,,
,0.0000000E+0,4.5723753E+0,0.0000000E+0,,,
,0.0000000E+0,4.5763756E+0,0.0000000E+0,,,
,0.0000000E+0,4.5803759E+0,0.0000000E+0,,,
,0.0000000E+0,4.5843763E+0,1.0000000E+0,,,
,0.0000000E+0,4.5883766E+0,0.0000000E+0,,,
,0.0000000E+0,4.5923769E+0,1.0000000E+0,,,
,0.0000000E+0,4.5963772E+0,0.0000000E+0,,,
,0.0000000E+0,4.6003776E+0,0.0000000E+0,,,
,0.0000000E+0,4.6043779E+0,0.0000000E+0,,,
,0.0000000E+0,4.6083782E+0,0.0000000E+0,,,
,0.0000000E+0,4.6123786E+0,0.0000000E+0,,,
,0.0000000E+0,4.6163789E+0,0.0000000E+0,,,
,0.0000000E+0,4.6203792E+0,1.0000000E+0,,,
,0.0000000E+0,4.6243795E+0,0.0000000E+0,,,
,0.0000000E+0,4.6283799E+0,0.0000000E+0,,,
,0.0000000E+0,4.6323802E+0,0.0000000E+0,,,
,0.0000000E+0,4.6363805E+0,0.0000000E+0,,,
,0.0000000E+0,4.6403809E+0,0.0000000E+0,,,
,0.0000000E+0,4.6443812E+0,0.0000000E+0,,,
,0.0000000E+0,4.6483815E+0,0.0000000E+0,,,
,0.0000000E+0,4.6523818E+0,1.0000000E+0,,,
,0.0000000E+0,4.6563822E+0,0.0000000E+0,,,
,0.0000000E+0,4.6603825E+0,1.0000000E+0,,,
,0.0000000E+0,4.6643828E+0,0.0000000E+0,,,
,0.0000000E+0,4.6683832E+0,0.0000000E+0,,,
,0.0000000E+0,4.6723835E+0,0.0000000E+0,,,
,0.0000000E+0,4.6763838E+0,0.0000000E+0,,,
,0.0000000E+0,4.6803841E+0,0.0000000E+0,,,
,0.0000000E+0,4.6843845E+0,0.0000000E+0,,,
,0.0000000E+0,4.6883848E+0,0.0000000E+0,,,
,0.0000000E+0,4.6923851E+0,0.0000000E+0,,,
,0.0000000E+0,4.6963855E+0,0.0000000E+0,,,
,0.0000000E+0,4.7003858E+0,0.0000000E+0,,,
,0.0000000E+0,4.7043861E+0,0.0000000E+0,,,
,0.0000000E+0,4.7083864E+0,0.0000000E+0,,,
,0.0000000E+0,4.7123868E+0,0.0000000E+0,,,
,0.0000000E+0,4.7163871E+0,0.0000000E+0,,,
,0.0000000E+0,4.7203874E+0,0.0000000E+0,,,
,0.0000000E+0,4.7243878E+0,0.0000000E+0,,,
,0.0000000E+0,4.7283881E+0,0.0000000E+0,,,
,0.0000000E+0,4.7323884E+0,1.0000000E+0,,,
,0.0000000E+0,4.7363887E+0,0.0000000E+0,,,
,0.0000000E+0,4.7403891E+0,0.0000000E+0,,,
,0.0000000E+0,4.7443894E+0,0.0000000E+0,,,
,0.0000000E+0,4.7483897E+0,0.0000000E+0,,,
,0.0000000E+0,4.7523901E+0,1.0000000E+0,,,
,0.0000000E+0,4.7563904E+0,0.0000000E+0,,,
,0.0000000E+0,4.7603907E+0,0.0000000E+0,,,
,0.0000000E+0,4.7643910E+0,0.0000000E+0,,,
,0.0000000E+0,4.7683914E+0,1.0000000E+0,,,
,0.0000000E+0,4.7723917E+0,1.0000000E+0,,,
,0.0000000E+0,4.7763920E+0,0.0000000E+0,,,
,0.0000000E+0,4.7803924E+0,0.0000000E+0,,,
,0.0000000E+0,4.7843927E+0,0.0000000E+0,,,
,0.0000000E+0,4.7883930E+0,0.0000000E+0,,,
,0.0000000E+0,4.7923933E+0,0.0000000E+0,,,
,0.0000000E+0,4.7963937E+0,1.0000000E+0,,,
,0.0000000E+0,4.8003940E+0,0.0000000E+0,,,
,0.0000000E+0,4.8043943E+0,1.0000000E+0,,,
,0.0000000E+0,4.8083946E+0,0.0000000E+0,,,
,0.0000000E+0,4.8123950E+0,1.0000000E+0,,,
,0.0000000E+0,4.8163953E+0,0.0000000E+0,,,
,0.0000000E+0,4.8203956E+0,1.0000000E+0,,,
,0.0000000E+0,4.8243960E+0,0.0000000E+0,,,
,0.0000000E+0,4.8283963E+0,0.0000000E+0,,,
,0.0000000E+0,4.8323966E+0,0.0000000E+0,,,
,0.0000000E+0,4.8363969E+0,0.0000000E+0,,,
,0.0000000E+0,4.8403973E+0,0.0000000E+0,,,
,0.0000000E+0,4.8443976E+0,0.0000000E+0,,,
,0.0000000E+0,4.8483979E+0,1.0000000E+0,,,
,0.0000000E+0,4.8523983E+0,0.0000000E+0,,,
,0.0000000E+0,4.8563986E+0,0.0000000E+0,,,
,0.0000000E+0,4.8603989E+0,0.0000000E+0,,,
,0.0000000E+0,4.8643992E+0,1.0000000E+0,,,
,0.0000000E+0,4.8683996E+0,0.0000000E+0,,,
,0.0000000E+0,4.8723999E+0,0.0000000E+0,,,
,0.0000000E+0,4.8764002E+0,1.0000000E+0,,,
,0.0000000E+0,4.8804006E+0,0.0000000E+0,,,
,0.0000000E+0,4.8844009E+0,0.0000000E+0,,,
,0.0000000E+0,4.8884012E+0,0.0000000E+0,,,
,0.0000000E+0,4.8924015E+0,0.0000000E+0,,,
,0.0000000E+0,4.8964019E+0,1.0000000E+0,,,
,0.0000000E+0,4.9004022E+0,0.0000000E+0,,,
,0.0000000E+0,4.9044025E+0,0.0000000E+0,,,
,0.0000000E+0,4.9084029E+0,1.0000000E+0,,,
,0.0000000E+0,4.9124032E+0,0.0000000E+0,,,
,0.0000000E+0,4.9164035E+0,1.0000000E+0,,,
,0.0000000E+0,4.9204038E+0,1.0000000E+0,,,
,0.0000000E+0,4.9244042E+0,0.0000000E+0,,,
,0.0000000E+0,4.9284045E+0,0.0000000E+0,,,
,0.0000000E+0,4.9324048E+0,0.0000000E+0,,,
,0.0000000E+0,4.9364052E+0,0.0000000E+0,,,
,0.0000000E+0,4.9404055E+0,0.0000000E+0,,,
,0.0000000E+0,4.9444058E+0,0.0000000E+0,,,
,0.0000000E+0,4.9484061E+0,1.0000000E+0,,,
,0.0000000E+0,4.9524065E+0,1.0000000E+0,,,
,0.0000000E+0,4.9564068E+0,1.0000000E+0,,,
,0.0000000E+0,4.9604071E+0,0.0000000E+0,,,
,0.0000000E+0,4.9644075E+0,0.0000000E+0,,,
,0.0000000E+0,4.9684078E+0,0.0000000E+0,,,
,0.0000000E+0,4.9724081E+0,2.0000000E+0,,,
,0.0000000E+0,4.9764084E+0,0.0000000E+0,,,
,0.0000000E+0,4.9804088E+0,1.0000000E+0,,,
,0.0000000E+0,4.9844091E+0,0.0000000E+0,,,
,0.0000000E+0,4.9884094E+0,0.0000000E+0,,,
,0.0000000E+0,4.9924098E+0,0.0000000E+0,,,
,0.0000000E+0,4.9964101E+0,1.0000000E+0,,,
,0.0000000E+0,5.0004104E+0,0.0000000E+0,,,
,0.0000000E+0,5.0044107E+0,0.0000000E+0,,,
,0.0000000E+0,5.0084111E+0,0.0000000E+0,,,
,0.0000000E+0,5.0124114E+0,1.0000000E+0,,,
,0.0000000E+0,5.0164117E+0,0.0000000E+0,,,
,0.0000000E+0,5.0204121E+0,0.0000000E+0,,,
,0.0000000E+0,5.0244124E+0,0.0000000E+0,,,
,0.0000000E+0,5.0284127E+0,0.0000000E+0,,,
,0.0000000E+0,5.0324130E+0,0.0000000E+0,,,
,0.0000000E+0,5.0364134E+0,0.0000000E+0,,,
,0.0000000E+0,5.0404137E+0,0.0000000E+0,,,
,0.0000000E+0,5.0444140E+0,0.0000000E+0,,,
,0.0000000E+0,5.0484143E+0,1.0000000E+0,,,
,0.0000000E+0,5.0524147E+0,2.0000000E+0,,,
,0.0000000E+0,5.0564150E+0,0.0000000E+0,,,
,0.0000000E+0,5.0604153E+0,1.0000000E+0,,,
,0.0000000E+0,5.0644157E+0,1.0000000E+0,,,
,0.0000000E+0,5.0684160E+0,0.0000000E+0,,,
,0.0000000E+0,5.0724163E+0,0.0000000E+0,,,
,0.0000000E+0,5.0764166E+0,1.0000000E+0,,,
,0.0000000E+0,5.0804170E+0,0.0000000E+0,,,
,0.0000000E+0,5.0844173E+0,1.0000000E+0,,,
,0.0000000E+0,5.0884176E+0,1.0000000E+0,,,
,0.0000000E+0,5.0924180E+0,1.0000000E+0,,,
,0.0000000E+0,5.0964183E+0,0.0000000E+0,,,
,0.0000000E+0,5.1004186E+0,0.0000000E+0,,,
,0.0000000E+0,5.1044189E+0,1.0000000E+0,,,
,0.0000000E+0,5.1084193E+0,0.0000000E+0,,,
,0.0000000E+0,5.1124196E+0,0.0000000E+0,,,
,0.0000000E+0,5.1164199E+0,0.0000000E+0,,,
,0.0000000E+0,5.1204203E+0,1.0000000E+0,,,
,0.0000000E+0,5.1244206E+0,0.0000000E+0,,,
,0.0000000E+0,5.1284209E+0,1.0000000E+0,,,
,0.0000000E+0,5.1324212E+0,0.0000000E+0,,,
,0.0000000E+0,5.1364216E+0,0.0000000E+0,,,
,0.0000000E+0,5.1404219E+0,0.0000000E+0,,,
,0.0000000E+0,5.1444222E+0,0.0000000E+0,,,
,0.0000000E+0,5.1484226E+0,0.0000000E+0,,,
,0.0000000E+0,5.1524229E+0,0.0000000E+0,,,
,0.0000000E+0,5.1564232E+0,0.0000000E+0,,,
,0.0000000E+0,5.1604235E+0,0.0000000E+0,,,
,0.0000000E+0,5.1644239E+0,0.0000000E+0,,,
,0.0000000E+0,5.1684242E+0,0.0000000E+0,,,
,0.0000000E+0,5.1724245E+0,0.0000000E+0,,,
,0.0000000E+0,5.1764249E+0,0.0000000E+0,,,
,0.0000000E+0,5.1804252E+0,0.0000000E+0,,,
,0.0000000E+0,5.1844255E+0,0.0000000E+0,,,
,0.0000000E+0,5.1884258E+0,2.0000000E+0,,,
,0.0000000E+0,5.1924262E+0,0.0000000E+0,,,
,0.0000000E+0,5.1964265E+0,0.0000000E+0,,,
,0.0000000E+0,5.2004268E+0,0.0000000E+0,,,
,0.0000000E+0,5.2044272E+0,0.0000000E+0,,,
,0.0000000E+0,5.2084275E+0,0.0000000E+0,,,
,0.0000000E+0,5.2124278E+0,0.0000000E+0,,,
,0.0000000E+0,5.2164281E+0,0.0000000E+0,,,
,0.0000000E+0,5.2204285E+0,0.0000000E+0,,,
,0.0000000E+0,5.2244288E+0,1.0000000E+0,,,
,0.0000000E+0,5.2284291E+0,1.0000000E+0,,,
,0.0000000E+0,5.2324295E+0,0.0000000E+0,,,
,0.0000000E+0,5.2364298E+0,1.0000000E+0,,,
,0.0000000E+0,5.2404301E+0,0.0000000E+0,,,
,0.0000000E+0,5.2444304E+0,0.0000000E+0,,,
,0.0000000E+0,5.2484308E+0,0.0000000E+0,,,
,0.0000000E+0,5.2524311E+0,0.0000000E+0,,,
,0.0000000E+0,5.2564314E+0,0.0000000E+0,,,
,0.0000000E+0,5.2604318E+0,0.0000000E+0,,,
,0.0000000E+0,5.2644321E+0,0.0000000E+0,,,
,0.0000000E+0,5.2684324E+0,0.0000000E+0,,,
,0.0000000E+0,5.2724327E+0,0.0000000E+0,,,
,0.0000000E+0,5.2764331E+0,0.0000000E+0,,,
,0.0000000E+0,5.2804334E+0,0.0000000E+0,,,
,0.0000000E+0,5.2844337E+0,1.0000000E+0,,,
,0.0000000E+0,5.2884340E+0,0.0000000E+0,,,
,0.0000000E+0,5.2924344E+0,0.0000000E+0,,,
,0.0000000E+0,5.2964347E+0,0.0000000E+0,,,
,0.0000000E+0,5.3004350E+0,0.0000000E+0,,,
,0.0000000E+0,5.3044354E+0,0.0000000E+0,,,
,0.0000000E+0,5.3084357E+0,0.0000000E+0,,,
,0.0000000E+0,5.3124360E+0,1.0000000E+0,,,
