Parameters Labels,Par_0,Wavelength0,Exp_0,,,
,0.0000000E+0,3.5162922E+0,1.5000000E+1,,,
,0.0000000E+0,3.5202925E+0,1.7000000E+1,,,
,0.0000000E+0,3.5242929E+0,2.0000000E+1,,,
,0.0000000E+0,3.5282932E+0,1.5000000E+1,,,
,0.0000000E+0,3.5322935E+0,2.1000000E+1,,,
,0.0000000E+0,3.5362939E+0,1.0000000E+1,,,
,0.0000000E+0,3.5402942E+0,2.3000000E+1,,,
,0.0000000E+0,3.5442945E+0,2.5000000E+1,,,
,0.0000000E+0,3.5482949E+0,2.1000000E+1,,,
,0.0000000E+0,3.5522952E+0,1.2000000E+1,,,
,0.0000000E+0,3.5562955E+0,1.3000000E+1,,,
,0.0000000E+0,3.5602959E+0,2.4000000E+1,,,
,0.0000000E+0,3.5642962E+0,1.8000000E+1,,,
,0.0000000E+0,3.5682965E+0,2.0000000E+1,,,
,0.0000000E+0,3.5722969E+0,1.7000000E+1,,,
,0.0000000E+0,3.5762972E+0,1.6000000E+1,,,
,0.0000000E+0,3.5802975E+0,1.9000000E+1,,,
,0.0000000E+0,3.5842979E+0,1.3000000E+1,,,
,0.0000000E+0,3.5882982E+0,1.8000000E+1,,,
,0.0000000E+0,3.5922985E+0,1.7000000E+1,,,
,0.0000000E+0,3.5962989E+0,1.6000000E+1,,,
,0.0000000E+0,3.6002992E+0,2.3000000E+1,,,
,0.0000000E+0,3.6042995E+0,1.7000000E+1,,,
,0.0000000E+0,3.6082999E+0,1.5000000E+1,,,
,0.0000000E+0,3.6123002E+0,1.9000000E+1,,,
,0.0000000E+0,3.6163005E+0,2.0000000E+1,,,
,0.0000000E+0,3.6203009E+0,1.3000000E+1,,,
,0.0000000E+0,3.6243012E+0,1.0000000E+1,,,
,0.0000000E+0,3.6283015E+0,1.4000000E+1,,,
,0.0000000E+0,3.6323018E+0,2.2000000E+1,,,
,0.0000000E+0,3.6363022E+0,1.7000000E+1,,,
,0.0000000E+0,3.6403025E+0,1.5000000E+1,,,
,0.0000000E+0,3.6443028E+0,1.9000000E+1,,,
,0.0000000E+0,3.6483032E+0,1.0000000E+1,,,
,0.0000000E+0,3.6523035E+0,2.3000000E+1,,,
,0.0000000E+0,3.6563038E+0,2.0000000E+1,,,
,0.0000000E+0,3.6603042E+0,1.5000000E+1,,,
,0.0000000E+0,3.6643045E+0,1.7000000E+1,,,
,0.0000000E+0,3.6683048E+0,1.2000000E+1,,,
,0.0000000E+0,3.6723052E+0,6.0000000E+0,,,
,0.0000000E+0,3.6763055E+0,1.1000000E+1,,,
,0.0000000E+0,3.6803058E+0,1.7000000E+1,,,
,0.0000000E+0,3.6843062E+0,1.0000000E+1,,,
,0.0000000E+0,3.6883065E+0,1.2000000E+1,,,
,0.0000000E+0,3.6923068E+0,1.4000000E+1,,,
,0.0000000E+0,3.6963072E+0,1.7000000E+1,,,
,0.0000000E+0,3.7003075E+0,6.0000000E+0,,,
,0.0000000E+0,3.7043078E+0,1.7000000E+1,,,
,0.0000000E+0,3.7083082E+0,1.8000000E+1,,,
,0.0000000E+0,3.7123085E+0,7.0000000E+0,,,
,0.0000000E+0,3.7163088E+0,1.3000000E+1,,,
,0.0000000E+0,3.7203092E+0,1.5000000E+1,,,
,0.0000000E+0,3.7243095E+0,1.2000000E+1,,,
,0.0000000E+0,3.7283098E+0,1.5000000E+1,,,
,0.0000000E+0,3.7323102E+0,1.1000000E+1,,,
,0.0000000E+0,3.7363105E+0,1.4000000E+1,,,
,0.0000000E+0,3.7403108E+0,1.5000000E+1,,,
,0.0000000E+0,3.7443112E+0,1.6000000E+1,,,
,0.0000000E+0,3.7483115E+0,6.0000000E+0,,,
,0.0000000E+0,3.7523118E+0,9.0000000E+0,,,
,0.0000000E+0,3.7563122E+0,1.8000000E+1,,,
,0.0000000E+0,3.7603125E+0,1.0000000E+1,,,
,0.0000000E+0,3.7643128E+0,1.6000000E+1,,,
,0.0000000E+0,3.7683132E+0,1.1000000E+1,,,
,0.0000000E+0,3.7723135E+0,1.2000000E+1,,,
,0.0000000E+0,3.7763138E+0,1.3000000E+1,,,
,0.0000000E+0,3.7803141E+0,1.6000000E+1,,,
,0.0000000E+0,3.7843145E+0,9.0000000E+0,,,
,0.0000000E+0,3.7883148E+0,1.1000000E+1,,,
,0.0000000E+0,3.7923151E+0,1.5000000E+1,,,
,0.0000000E+0,3.7963155E+0,7.0000000E+0,,,
,0.0000000E+0,3.8003158E+0,1.2000000E+1,,,
,0.0000000E+0,3.8043161E+0,7.0000000E+0,,,
,0.0000000E+0,3.8083165E+0,1.7000000E+1,,,
,0.0000000E+0,3.8123168E+0,1.0000000E+1,,,
,0.0000000E+0,3.8163171E+0,1.2000000E+1,,,
,0.0000000E+0,3.8203175E+0,8.0000000E+0,,,
,0.0000000E+0,3.8243178E+0,1.1000000E+1,,,
,0.0000000E+0,3.8283181E+0,7.0000000E+0,,,
,0.0000000E+0,3.8323185E+0,1.0000000E+1,,,
,0.0000000E+0,3.8363188E+0,7.0000000E+0,,,
,0.0000000E+0,3.8403191E+0,6.0000000E+0,,,
,0.0000000E+0,3.8443195E+0,1.0000000E+1,,,
,0.0000000E+0,3.8483198E+0,5.0000000E+0,,,
,0.0000000E+0,3.8523201E+0,1.4000000E+1,,,
,0.0000000E+0,3.8563205E+0,1.1000000E+1,,,
,0.0000000E+0,3.8603208E+0,9.0000000E+0,,,
,0.0000000E+0,3.8643211E+0,1.0000000E+1,,,
,0.0000000E+0,3.8683215E+0,1.0000000E+1,,,
,0.0000000E+0,3.8723218E+0,1.5000000E+1,,,
,0.0000000E+0,3.8763221E+0,1.2000000E+1,,,
,0.0000000E+0,3.8803225E+0,5.0000000E+0,,,
,0.0000000E+0,3.8843228E+0,9.0000000E+0,,,
,0.0000000E+0,3.8883231E+0,1.1000000E+1,,,
,0.0000000E+0,3.8923235E+0,1.1000000E+1,,,
,0.0000000E+0,3.8963238E+0,1.0000000E+1,,,
,0.0000000E+0,3.9003241E+0,2.2000000E+1,,,
,0.0000000E+0,3.9043245E+0,1.3000000E+1,,,
,0.0000000E+0,3.9083248E+0,8.0000000E+0,,,
,0.0000000E+0,3.9123251E+0,7.0000000E+0,,,
,0.0000000E+0,3.9163255E+0,1.1000000E+1,,,
,0.0000000E+0,3.9203258E+0,8.0000000E+0,,,
,0.0000000E+0,3.9243261E+0,1.1000000E+1,,,
,0.0000000E+0,3.9283264E+0,1.4000000E+1,,,
,0.0000000E+0,3.9323268E+0,1.5000000E+1,,,
,0.0000000E+0,3.9363271E+0,1.1000000E+1,,,
,0.0000000E+0,3.9403274E+0,7.0000000E+0,,,
,0.0000000E+0,3.9443278E+0,9.0000000E+0,,,
,0.0000000E+0,3.9483281E+0,1.3000000E+1,,,
,0.0000000E+0,3.9523284E+0,1.1000000E+1,,,
,0.0000000E+0,3.9563288E+0,1.5000000E+1,,,
,0.0000000E+0,3.9603291E+0,4.0000000E+0,,,
,0.0000000E+0,3.9643294E+0,9.0000000E+0,,,
,0.0000000E+0,3.9683298E+0,9.0000000E+0,,,
,0.0000000E+0,3.9723301E+0,7.0000000E+0,,,
,0.0000000E+0,3.9763304E+0,1.0000000E+1,,,
,0.0000000E+0,3.9803308E+0,1.1000000E+1,,,
,0.0000000E+0,3.9843311E+0,1.4000000E+1,,,
,0.0000000E+0,3.9883314E+0,1.1000000E+1,,,
,0.0000000E+0,3.9923318E+0,1.2000000E+1,,,
,0.0000000E+0,3.9963321E+0,7.0000000E+0,,,
,0.0000000E+0,4.0003324E+0,1.2000000E+1,,,
,0.0000000E+0,4.0043328E+0,8.0000000E+0,,,
,0.0000000E+0,4.0083331E+0,8.0000000E+0,,,
,0.0000000E+0,4.0123334E+0,1.2000000E+1,,,
,0.0000000E+0,4.0163338E+0,8.0000000E+0,,,
,0.0000000E+0,4.0203341E+0,1.2000000E+1,,,
,0.0000000E+0,4.0243344E+0,1.2000000E+1,,,
,0.0000000E+0,4.0283348E+0,9.0000000E+0,,,
,0.0000000E+0,4.0323351E+0,7.0000000E+0,,,
,0.0000000E+0,4.0363354E+0,5.0000000E+0,,,
,0.0000000E+0,4.0403358E+0,5.0000000E+0,,,
,0.0000000E+0,4.0443361E+0,7.0000000E+0,,,
,0.0000000E+0,4.0483364E+0,8.0000000E+0,,,
,0.0000000E+0,4.0523368E+0,4.0000000E+0,,,
,0.0000000E+0,4.0563371E+0,8.0000000E+0,,,
,0.0000000E+0,4.0603374E+0,9.0000000E+0,,,
,0.0000000E+0,4.0643378E+0,9.0000000E+0,,,
,0.0000000E+0,4.0683381E+0,8.0000000E+0,,,
,0.0000000E+0,4.0723384E+0,9.0000000E+0,,,
,0.0000000E+0,4.0763387E+0,1.0000000E+1,,,
,0.0000000E+0,4.0803391E+0,1.2000000E+1,,,
,0.0000000E+0,4.0843394E+0,1.3000000E+1,,,
,0.0000000E+0,4.0883397E+0,9.0000000E+0,,,
,0.0000000E+0,4.0923401E+0,1.8000000E+1,,,
,0.0000000E+0,4.0963404E+0,6.0000000E+0,,,
,0.0000000E+0,4.1003407E+0,1.0000000E+1,,,
,0.0000000E+0,4.1043411E+0,7.0000000E+0,,,
,0.0000000E+0,4.1083414E+0,8.0000000E+0,,,
,0.0000000E+0,4.1123417E+0,1.4000000E+1,,,
,0.0000000E+0,4.1163421E+0,6.0000000E+0,,,
,0.0000000E+0,4.1203424E+0,1.0000000E+1,,,
,0.0000000E+0,4.1243427E+0,7.0000000E+0,,,
,0.0000000E+0,4.1283431E+0,7.0000000E+0,,,
,0.0000000E+0,4.1323434E+0,8.0000000E+0,,,
,0.0000000E+0,4.1363437E+0,6.0000000E+0,,,
,0.0000000E+0,4.1403441E+0,9.0000000E+0,,,
,0.0000000E+0,4.1443444E+0,7.0000000E+0,,,
,0.0000000E+0,4.1483447E+0,1.0000000E+1,,,
,0.0000000E+0,4.1523451E+0,5.0000000E+0,,,
,0.0000000E+0,4.1563454E+0,1.0000000E+1,,,
,0.0000000E+0,4.1603457E+0,9.0000000E+0,,,
,0.0000000E+0,4.1643461E+0,1.0000000E+1,,,
,0.0000000E+0,4.1683464E+0,0.0000000E+0,,,
,0.0000000E+0,4.1723467E+0,1.4000000E+1,,,
,0.0000000E+0,4.1763471E+0,6.0000000E+0,,,
,0.0000000E+0,4.1803474E+0,1.1000000E+1,,,
,0.0000000E+0,4.1843477E+0,8.0000000E+0,,,
,0.0000000E+0,4.1883481E+0,7.0000000E+0,,,
,0.0000000E+0,4.1923484E+0,1.2000000E+1,,,
,0.0000000E+0,4.1963487E+0,4.0000000E+0,,,
,0.0000000E+0,4.2003491E+0,7.0000000E+0,,,
,0.0000000E+0,4.2043494E+0,9.0000000E+0,,,
,0.0000000E+0,4.2083497E+0,1.1000000E+1,,,
,0.0000000E+0,4.2123501E+0,1.0000000E+1,,,
,0.0000000E+0,4.2163504E+0,1.3000000E+1,,,
,0.0000000E+0,4.2203507E+0,6.0000000E+0,,,
,0.0000000E+0,4.2243510E+0,1.0000000E+1,,,
,0.0000000E+0,4.2283514E+0,8.0000000E+0,,,
,0.0000000E+0,4.2323517E+0,1.2000000E+1,,,
,0.0000000E+0,4.2363520E+0,9.0000000E+0,,,
,0.0000000E+0,4.2403524E+0,5.0000000E+0,,,
,0.0000000E+0,4.2443527E+0,9.0000000E+0,,,
,0.0000000E+0,4.2483530E+0,1.0000000E+1,,,
,0.0000000E+0,4.2523534E+0,8.0000000E+0,,,
,0.0000000E+0,4.2563537E+0,3.0000000E+0,,,
,0.0000000E+0,4.2603540E+0,8.0000000E+0,,,
,0.0000000E+0,4.2643544E+0,8.0000000E+0,,,
,0.0000000E+0,4.2683547E+0,7.0000000E+0,,,
,0.0000000E+0,4.2723550E+0,1.1000000E+1,,,
,0.0000000E+0,4.2763554E+0,1.2000000E+1,,,
,0.0000000E+0,4.2803557E+0,9.0000000E+0,,,
,0.0000000E+0,4.2843560E+0,7.0000000E+0,,,
,0.0000000E+0,4.2883564E+0,1.2000000E+1,,,
,0.0000000E+0,4.2923567E+0,6.0000000E+0,,,
,0.0000000E+0,4.2963570E+0,4.0000000E+0,,,
,0.0000000E+0,4.3003574E+0,6.0000000E+0,,,
,0.0000000E+0,4.3043577E+0,8.0000000E+0,,,
,0.0000000E+0,4.3083580E+0,1.1000000E+1,,,
,0.0000000E+0,4.3123584E+0,7.0000000E+0,,,
,0.0000000E+0,4.3163587E+0,8.0000000E+0,,,
,0.0000000E+0,4.3203590E+0,6.0000000E+0,,,
,0.0000000E+0,4.3243594E+0,1.0000000E+1,,,
,0.0000000E+0,4.3283597E+0,6.0000000E+0,,,
,0.0000000E+0,4.3323600E+0,5.0000000E+0,,,
,0.0000000E+0,4.3363604E+0,1.1000000E+1,,,
,0.0000000E+0,4.3403607E+0,7.0000000E+0,,,
,0.0000000E+0,4.3443610E+0,8.0000000E+0,,,
,0.0000000E+0,4.3483614E+0,7.0000000E+0,,,
,0.0000000E+0,4.3523617E+0,4.0000000E+0,,,
,0.0000000E+0,4.3563620E+0,5.0000000E+0,,,
,0.0000000E+0,4.3603624E+0,5.0000000E+0,,,
,0.0000000E+0,4.3643627E+0,8.0000000E+0,,,
,0.0000000E+0,4.3683630E+0,5.0000000E+0,,,
,0.0000000E+0,4.3723633E+0,1.1000000E+1,,,
,0.0000000E+0,4.3763637E+0,7.0000000E+0,,,
,0.0000000E+0,4.3803640E+0,8.0000000E+0,,,
,0.0000000E+0,4.3843643E+0,6.0000000E+0,,,
,0.0000000E+0,4.3883647E+0,7.0000000E+0,,,
,0.0000000E+0,4.3923650E+0,8.0000000E+0,,,
,0.0000000E+0,4.3963653E+0,7.0000000E+0,,,
,0.0000000E+0,4.4003657E+0,8.0000000E+0,,,
,0.0000000E+0,4.4043660E+0,7.0000000E+0,,,
,0.0000000E+0,4.4083663E+0,1.1000000E+1,,,
,0.0000000E+0,4.4123667E+0,5.0000000E+0,,,
,0.0000000E+0,4.4163670E+0,7.0000000E+0,,,
,0.0000000E+0,4.4203673E+0,6.0000000E+0,,,
,0.0000000E+0,4.4243677E+0,9.0000000E+0,,,
,0.0000000E+0,4.4283680E+0,5.0000000E+0,,,
,0.0000000E+0,4.4323683E+0,7.0000000E+0,,,
,0.0000000E+0,4.4363687E+0,8.0000000E+0,,,
,0.0000000E+0,4.4403690E+0,8.0000000E+0,,,
,0.0000000E+0,4.4443693E+0,1.2000000E+1,,,
,0.0000000E+0,4.4483697E+0,9.0000000E+0,,,
,0.0000000E+0,4.4523700E+0,5.0000000E+0,,,
,0.0000000E+0,4.4563703E+0,7.0000000E+0,,,
,0.0000000E+0,4.4603707E+0,1.4000000E+1,,,
,0.0000000E+0,4.4643710E+0,1.3000000E+1,,,
,0.0000000E+0,4.4683713E+0,5.0000000E+0,,,
,0.0000000E+0,4.4723717E+0,1.1000000E+1,,,
,0.0000000E+0,4.4763720E+0,1.4000000E+1,,,
,0.0000000E+0,4.4803723E+0,4.0000000E+0,,,
,0.0000000E+0,4.4843727E+0,4.0000000E+0,,,
,0.0000000E+0,4.4883730E+0,1.0000000E+1,,,
,0.0000000E+0,4.4923733E+0,6.0000000E+0,,,
,0.0000000E+0,4.4963737E+0,6.0000000E+0,,,
,0.0000000E+0,4.5003740E+0,8.0000000E+0,,,
,0.0000000E+0,4.5043743E+0,1.4000000E+1,,,
,0.0000000E+0,4.5083747E+0,9.0000000E+0,,,
,0.0000000E+0,4.5123750E+0,7.0000000E+0,,,
,0.0000000E+0,4.5163753E+0,1.0000000E+1,,,
,0.0000000E+0,4.5203756E+0,1.0000000E+1,,,
,0.0000000E+0,4.5243760E+0,8.0000000E+0,,,
,0.0000000E+0,4.5283763E+0,7.0000000E+0,,,
,0.0000000E+0,4.5323766E+0,1.3000000E+1,,,
,0.0000000E+0,4.5363770E+0,4.0000000E+0,,,
,0.0000000E+0,4.5403773E+0,1.1000000E+1,,,
,0.0000000E+0,4.5443776E+0,1.4000000E+1,,,
,0.0000000E+0,4.5483780E+0,1.2000000E+1,,,
,0.0000000E+0,4.5523783E+0,1.7000000E+1,,,
,0.0000000E+0,4.5563786E+0,1.0000000E+1,,,
,0.0000000E+0,4.5603790E+0,1.5000000E+1,,,
,0.0000000E+0,4.5643793E+0,1.1000000E+1,,,
,0.0000000E+0,4.5683796E+0,1.3000000E+1,,,
,0.0000000E+0,4.5723800E+0,1.3000000E+1,,,
,0.0000000E+0,4.5763803E+0,1.4000000E+1,,,
,0.0000000E+0,4.5803806E+0,2.1000000E+1,,,
,0.0000000E+0,4.5843810E+0,1.8000000E+1,,,
,0.0000000E+0,4.5883813E+0,2.4000000E+1,,,
,0.0000000E+0,4.5923816E+0,1.8000000E+1,,,
,0.0000000E+0,4.5963820E+0,2.3000000E+1,,,
,0.0000000E+0,4.6003823E+0,2.0000000E+1,,,
,0.0000000E+0,4.6043826E+0,2.7000000E+1,,,
,0.0000000E+0,4.6083830E+0,1.9000000E+1,,,
,0.0000000E+0,4.6123833E+0,2.0000000E+1,,,
,0.0000000E+0,4.6163836E+0,2.0000000E+1,,,
,0.0000000E+0,4.6203840E+0,2.7000000E+1,,,
,0.0000000E+0,4.6243843E+0,2.4000000E+1,,,
,0.0000000E+0,4.6283846E+0,2.9000000E+1,,,
,0.0000000E+0,4.6323850E+0,2.1000000E+1,,,
,0.0000000E+0,4.6363853E+0,2.4000000E+1,,,
,0.0000000E+0,4.6403856E+0,2.0000000E+1,,,
,0.0000000E+0,4.6443860E+0,2.8000000E+1,,,
,0.0000000E+0,4.6483863E+0,2.7000000E+1,,,
,0.0000000E+0,4.6523866E+0,1.7000000E+1,,,
,0.0000000E+0,4.6563870E+0,2.1000000E+1,,,
,0.0000000E+0,4.6603873E+0,1.8000000E+1,,,
,0.0000000E+0,4.6643876E+0,2.4000000E+1,,,
,0.0000000E+0,4.6683879E+0,2.2000000E+1,,,
,0.0000000E+0,4.6723883E+0,1.6000000E+1,,,
,0.0000000E+0,4.6763886E+0,2.1000000E+1,,,
,0.0000000E+0,4.6803889E+0,1.7000000E+1,,,
,0.0000000E+0,4.6843893E+0,1.5000000E+1,,,
,0.0000000E+0,4.6883896E+0,1.7000000E+1,,,
,0.0000000E+0,4.6923899E+0,1.8000000E+1,,,
,0.0000000E+0,4.6963903E+0,2.0000000E+1,,,
,0.0000000E+0,4.7003906E+0,2.4000000E+1,,,
,0.0000000E+0,4.7043909E+0,2.1000000E+1,,,
,0.0000000E+0,4.7083913E+0,2.4000000E+1,,,
,0.0000000E+0,4.7123916E+0,1.5000000E+1,,,
,0.0000000E+0,4.7163919E+0,2.2000000E+1,,,
,0.0000000E+0,4.7203923E+0,1.8000000E+1,,,
,0.0000000E+0,4.7243926E+0,2.0000000E+1,,,
,0.0000000E+0,4.7283929E+0,2.5000000E+1,,,
,0.0000000E+0,4.7323933E+0,2.2000000E+1,,,
,0.0000000E+0,4.7363936E+0,2.3000000E+1,,,
,0.0000000E+0,4.7403939E+0,1.4000000E+1,,,
,0.0000000E+0,4.7443943E+0,1.8000000E+1,,,
,0.0000000E+0,4.7483946E+0,1.8000000E+1,,,
,0.0000000E+0,4.7523949E+0,1.6000000E+1,,,
,0.0000000E+0,4.7563953E+0,2.0000000E+1,,,
,0.0000000E+0,4.7603956E+0,1.9000000E+1,,,
,0.0000000E+0,4.7643959E+0,1.7000000E+1,,,
,0.0000000E+0,4.7683963E+0,2.3000000E+1,,,
,0.0000000E+0,4.7723966E+0,1.3000000E+1,,,
,0.0000000E+0,4.7763969E+0,1.3000000E+1,,,
,0.0000000E+0,4.7803973E+0,2.4000000E+1,,,
,0.0000000E+0,4.7843976E+0,2.2000000E+1,,,
,0.0000000E+0,4.7883979E+0,2.2000000E+1,,,
,0.0000000E+0,4.7923983E+0,1.1000000E+1,,,
,0.0000000E+0,4.7963986E+0,2.0000000E+1,,,
,0.0000000E+0,4.8003989E+0,1.7000000E+1,,,
,0.0000000E+0,4.8043993E+0,1.8000000E+1,,,
,0.0000000E+0,4.8083996E+0,1.3000000E+1,,,
,0.0000000E+0,4.8123999E+0,1.4000000E+1,,,
,0.0000000E+0,4.8164002E+0,1.1000000E+1,,,
,0.0000000E+0,4.8204006E+0,1.9000000E+1,,,
,0.0000000E+0,4.8244009E+0,1.5000000E+1,,,
,0.0000000E+0,4.8284012E+0,1.8000000E+1,,,
,0.0000000E+0,4.8324016E+0,1.6000000E+1,,,
,0.0000000E+0,4.8364019E+0,1.1000000E+1,,,
,0.0000000E+0,4.8404022E+0,1.4000000E+1,,,
,0.0000000E+0,4.8444026E+0,1.2000000E+1,,,
,0.0000000E+0,4.8484029E+0,2.0000000E+1,,,
,0.0000000E+0,4.8524032E+0,1.8000000E+1,,,
,0.0000000E+0,4.8564036E+0,1.2000000E+1,,,
,0.0000000E+0,4.8604039E+0,1.3000000E+1,,,
,0.0000000E+0,4.8644042E+0,1.6000000E+1,,,
,0.0000000E+0,4.8684046E+0,1.2000000E+1,,,
,0.0000000E+0,4.8724049E+0,1.6000000E+1,,,
,0.0000000E+0,4.8764052E+0,1.4000000E+1,,,
,0.0000000E+0,4.8804056E+0,1.8000000E+1,,,
,0.0000000E+0,4.8844059E+0,3.2000000E+1,,,
,0.0000000E+0,4.8884062E+0,1.8000000E+1,,,
,0.0000000E+0,4.8924066E+0,1.4000000E+1,,,
,0.0000000E+0,4.8964069E+0,8.0000000E+0,,,
,0.0000000E+0,4.9004072E+0,1.6000000E+1,,,
,0.0000000E+0,4.9044076E+0,1.3000000E+1,,,
,0.0000000E+0,4.9084079E+0,1.0000000E+1,,,
,0.0000000E+0,4.9124082E+0,1.6000000E+1,,,
,0.0000000E+0,4.9164086E+0,1.1000000E+1,,,
,0.0000000E+0,4.9204089E+0,1.9000000E+1,,,
,0.0000000E+0,4.9244092E+0,1.5000000E+1,,,
,0.0000000E+0,4.9284096E+0,1.2000000E+1,,,
,0.0000000E+0,4.9324099E+0,1.7000000E+1,,,
,0.0000000E+0,4.9364102E+0,1.5000000E+1,,,
,0.0000000E+0,4.9404106E+0,8.0000000E+0,,,
,0.0000000E+0,4.9444109E+0,1.6000000E+1,,,
,0.0000000E+0,4.9484112E+0,1.2000000E+1,,,
,0.0000000E+0,4.9524116E+0,1.2000000E+1,,,
,0.0000000E+0,4.9564119E+0,1.2000000E+1,,,
,0.0000000E+0,4.9604122E+0,9.0000000E+0,,,
,0.0000000E+0,4.9644125E+0,1.3000000E+1,,,
,0.0000000E+0,4.9684129E+0,1.2000000E+1,,,
,0.0000000E+0,4.9724132E+0,1.6000000E+1,,,
,0.0000000E+0,4.9764135E+0,1.5000000E+1,,,
,0.0000000E+0,4.9804139E+0,1.4000000E+1,,,
,0.0000000E+0,4.9844142E+0,1.7000000E+1,,,
,0.0000000E+0,4.9884145E+0,1.0000000E+1,,,
,0.0000000E+0,4.9924149E+0,1.1000000E+1,,,
,0.0000000E+0,4.9964152E+0,1.4000000E+1,,,
,0.0000000E+0,5.0004155E+0,1.3000000E+1,,,
,0.0000000E+0,5.0044159E+0,8.0000000E+0,,,
,0.0000000E+0,5.0084162E+0,1.4000000E+1,,,
,0.0000000E+0,5.0124165E+0,1.8000000E+1,,,
,0.0000000E+0,5.0164169E+0,1.8000000E+1,,,
,0.0000000E+0,5.0204172E+0,8.0000000E+0,,,
,0.0000000E+0,5.0244175E+0,7.0000000E+0,,,
,0.0000000E+0,5.0284179E+0,6.0000000E+0,,,
,0.0000000E+0,5.0324182E+0,9.0000000E+0,,,
,0.0000000E+0,5.0364185E+0,1.2000000E+1,,,
,0.0000000E+0,5.0404189E+0,7.0000000E+0,,,
,0.0000000E+0,5.0444192E+0,9.0000000E+0,,,
,0.0000000E+0,5.0484195E+0,1.9000000E+1,,,
,0.0000000E+0,5.0524199E+0,6.0000000E+0,,,
,0.0000000E+0,5.0564202E+0,1.3000000E+1,,,
,0.0000000E+0,5.0604205E+0,1.2000000E+1,,,
,0.0000000E+0,5.0644209E+0,1.2000000E+1,,,
,0.0000000E+0,5.0684212E+0,1.4000000E+1,,,
,0.0000000E+0,5.0724215E+0,1.5000000E+1,,,
,0.0000000E+0,5.0764219E+0,1.5000000E+1,,,
,0.0000000E+0,5.0804222E+0,1.0000000E+1,,,
,0.0000000E+0,5.0844225E+0,7.0000000E+0,,,
,0.0000000E+0,5.0884229E+0,9.0000000E+0,,,
,0.0000000E+0,5.0924232E+0,1.0000000E+1,,,
,0.0000000E+0,5.0964235E+0,1.8000000E+1,,,
,0.0000000E+0,5.1004239E+0,4.0000000E+0,,,
,0.0000000E+0,5.1044242E+0,9.0000000E+0,,,
,0.0000000E+0,5.1084245E+0,9.0000000E+0,,,
,0.0000000E+0,5.1124248E+0,1.5000000E+1,,,
,0.0000000E+0,5.1164252E+0,7.0000000E+0,,,
,0.0000000E+0,5.1204255E+0,1.1000000E+1,,,
,0.0000000E+0,5.1244258E+0,1.4000000E+1,,,
,0.0000000E+0,5.1284262E+0,1.8000000E+1,,,
,0.0000000E+0,5.1324265E+0,1.2000000E+1,,,
,0.0000000E+0,5.1364268E+0,1.5000000E+1,,,
,0.0000000E+0,5.1404272E+0,8.0000000E+0,,,
,0.0000000E+0,5.1444275E+0,1.5000000E+1,,,
,0.0000000E+0,5.1484278E+0,1.5000000E+1,,,
,0.0000000E+0,5.1524282E+0,1.5000000E+1,,,
,0.0000000E+0,5.1564285E+0,8.0000000E+0,,,
,0.0000000E+0,5.1604288E+0,9.0000000E+0,,,
,0.0000000E+0,5.1644292E+0,6.0000000E+0,,,
,0.0000000E+0,5.1684295E+0,8.0000000E+0,,,
,0.0000000E+0,5.1724298E+0,8.0000000E+0,,,
,0.0000000E+0,5.1764302E+0,1.1000000E+1,,,
,0.0000000E+0,5.1804305E+0,1.2000000E+1,,,
,0.0000000E+0,5.1844308E+0,1.3000000E+1,,,
,0.0000000E+0,5.1884312E+0,8.0000000E+0,,,
,0.0000000E+0,5.1924315E+0,8.0000000E+0,,,
,0.0000000E+0,5.1964318E+0,1.4000000E+1,,,
,0.0000000E+0,5.2004322E+0,4.0000000E+0,,,
,0.0000000E+0,5.2044325E+0,1.4000000E+1,,,
,0.0000000E+0,5.2084328E+0,1.1000000E+1,,,
,0.0000000E+0,5.2124332E+0,1.1000000E+1,,,
,0.0000000E+0,5.2164335E+0,1.2000000E+1,,,
,0.0000000E+0,5.2204338E+0,6.0000000E+0,,,
,0.0000000E+0,5.2244342E+0,1.4000000E+1,,,
,0.0000000E+0,5.2284345E+0,8.0000000E+0,,,
,0.0000000E+0,5.2324348E+0,1.2000000E+1,,,
,0.0000000E+0,5.2364352E+0,8.0000000E+0,,,
,0.0000000E+0,5.2404355E+0,1.0000000E+1,,,
,0.0000000E+0,5.2444358E+0,6.0000000E+0,,,
,0.0000000E+0,5.2484362E+0,1.0000000E+1,,,
,0.0000000E+0,5.2524365E+0,6.0000000E+0,,,
,0.0000000E+0,5.2564368E+0,9.0000000E+0,,,
,0.0000000E+0,5.2604371E+0,1.3000000E+1,,,
,0.0000000E+0,5.2644375E+0,7.0000000E+0,,,
,0.0000000E+0,5.2684378E+0,9.0000000E+0,,,
,0.0000000E+0,5.2724381E+0,8.0000000E+0,,,
,0.0000000E+0,5.2764385E+0,7.0000000E+0,,,
,0.0000000E+0,5.2804388E+0,1.4000000E+1,,,
,0.0000000E+0,5.2844391E+0,1.4000000E+1,,,
,0.0000000E+0,5.2884395E+0,1.3000000E+1,,,
,0.0000000E+0,5.2924398E+0,7.0000000E+0,,,
,0.0000000E+0,5.2964401E+0,3.0000000E+0,,,
,0.0000000E+0,5.3004405E+0,7.0000000E+0,,,
,0.0000000E+0,5.3044408E+0,8.0000000E+0,,,
,0.0000000E+0,5.3084411E+0,1.3000000E+1,,,
,0.0000000E+0,5.3124415E+0,1.3000000E+1,,,
